word,avg
loath,5.174982335012944
lobby,3.5522419242151724
local,4.412834196210277
locus,4.635088849355892
lodge,4.879420507015757
lofty,4.391301532609196
logic,4.52083835975261
login,4.725606821067437
loopy,3.8950837644707184
loose,4.83739938611029
lorry,4.351513825452885
loser,5.4653126963908
louse,5.35628262800828
lousy,4.762637030241941
lover,4.895145780382106
lower,4.961897934360089
lowly,3.6184119629740064
loyal,4.307742954845723
lucid,4.4827484534289885
lucky,3.89306083007313
lumen,4.806717205000793
lumpy,3.9506951628462623
lunar,5.144713276981639
lunch,4.423313893673367
lunge,4.841107260728209
lupus,3.6182362003010904
lurch,4.608028595363875
lurid,4.814795530884646
lusty,4.603303302789253
lying,4.345060895954515
lymph,3.7928844014706304
lyric,4.608957776384937
macaw,3.568289416352925
macho,4.368219467055063
macro,4.872000809544309
madam,3.1680469204800956
madly,4.480972296186376
mafia,3.7212107887898918
magic,4.342386187598627
magma,2.9820287462023667
maize,4.549219658100532
major,4.297596238194467
maker,4.828504063913901
mambo,3.557380042762761
mamma,2.3981637248768006
mammy,2.8971712917274632
manga,3.814207213391014
mange,4.921482040344743
mango,4.4760412903323195
mangy,4.296967969595641
mania,4.197787744493545
manic,4.652057505924716
manly,4.691997341605017
manor,5.1133637915366315
maple,5.1039915409651915
march,4.740305124904186
marry,4.215626863349423
marsh,4.927078657261315
mason,4.8782428271836
masse,4.597794103862341
match,4.57667798117836
matey,5.020343066608396
mauve,4.533279647681577
maxim,3.2184705864137695
maybe,4.5842975322353645
mayor,4.8852601315433155
mealy,5.031668097685887
meant,5.364453560084481
meaty,5.015237478452954
mecca,4.0966237737702125
